title,article_link,category,date,page
"Disinformasi, polisi imbau petugas hotel di Banyuwangi tidak pasang atribut Natal",https://www.antaranews.com/berita/1222772/disinformasi-polisi-imbau-petugas-hotel-di-banyuwangi-tidak-pasang-atribut-natal,Hukum, 24 Desember 2019 21:12,89
Benarkah Aa Gym kirim pesan berantai tentang ucapan Natal?,https://www.antaranews.com/berita/1221127/benarkah-aa-gym-kirim-pesan-berantai-tentang-ucapan-natal,Humaniora, 23 Desember 2019 16:06,89
"Cek fakta, foto-foto penyiksaan etnis Uighur",https://www.antaranews.com/berita/1220215/cek-fakta-foto-foto-penyiksaan-etnis-uighur,Dunia, 22 Desember 2019 23:09,89
"Harimau masuki sebuah pabrik di Riau, ini penjelasannya",https://www.antaranews.com/berita/1219868/harimau-masuki-sebuah-pabrik-di-riau-ini-penjelasannya,Humaniora, 22 Desember 2019 18:33,89
"""Fatimah Aynur"" perempuan Uighur yang disiksa China, benarkah?",https://www.antaranews.com/berita/1219500/fatimah-aynur-perempuan-uighur-yang-disiksa-china-benarkah,Dunia, 22 Desember 2019 12:14,89
"""Larangan Bersholawat"", benarkah dilarang?",https://www.antaranews.com/berita/1218407/larangan-bersholawat-benarkah-dilarang,Humaniora, 20 Desember 2019 22:13,89
"Bawang merah atasi gigitan ular berbisa, ini penjelasannya",https://www.antaranews.com/berita/1216887/bawang-merah-atasi-gigitan-ular-berbisa-ini-penjelasannya,Metro, 19 Desember 2019 21:20,89
Disinformasi nata de coco terbuat dari plastik,https://www.antaranews.com/berita/1214728/disinformasi-nata-de-coco-terbuat-dari-plastik,Lifestyle, 18 Desember 2019 19:08,89
"Hoaks, Kemendagri ancam copot kepala daerah pemilik rekening kasino",https://www.antaranews.com/berita/1213700/hoaks-kemendagri-ancam-copot-kepala-daerah-pemilik-rekening-kasino,Politik, 18 Desember 2019 09:33,90
"Video permintaan maaf pelaku persekusi Banser NU, hanya sandiwara?",https://www.antaranews.com/berita/1213668/video-permintaan-maaf-pelaku-persekusi-banser-nu-hanya-sandiwara,Hukum, 17 Desember 2019 19:03,90
"Hoaks, Ari Askhara anggota BIN",https://www.antaranews.com/berita/1212915/hoaks-ari-askhara-anggota-bin,Politik, 17 Desember 2019 15:33,90
Muhammadiyah terima suap dari China karena isu Uighur?,https://www.antaranews.com/berita/1211340/muhammadiyah-terima-suap-dari-china-karena-isu-uighur,Dunia, 16 Desember 2019 20:09,90
"Hoaks, Mendikbud Nadiem resmi hapus Ujian Nasional mulai 2021",https://www.antaranews.com/berita/1211296/hoaks-mendikbud-nadiem-resmi-hapus-ujian-nasional-mulai-2021,Humaniora, 16 Desember 2019 19:50,90
"Mendikbud Nadiem hapus Ujian Nasional mulai 2021, benarkah?",https://www.antaranews.com/berita/1211300/mendikbud-nadiem-hapus-ujian-nasional-mulai-2021-benarkah,Humaniora, 16 Desember 2019 19:50,90
"Foto tol Japek bergelombang disebut ""fake"", benarkah?",https://www.antaranews.com/berita/1208199/foto-tol-japek-bergelombang-disebut-fake-benarkah,Ekonomi, 13 Desember 2019 18:23,90
"Informasi uji coba 4 hari kerja bagi PNS, ini penjelasannya",https://www.antaranews.com/berita/1207315/informasi-uji-coba-4-hari-kerja-bagi-pns-ini-penjelasannya,Politik, 13 Desember 2019 10:53,90
"Hoaks, foto Prabowo bertuliskan ""FPI bukan mengancam kedaulatan NKRI""",https://www.antaranews.com/berita/1205375/hoaks-foto-prabowo-bertuliskan-fpi-bukan-mengancam-kedaulatan-nkri,Politik, 11 Desember 2019 22:04,90
"Fatayat NU minta beras ke Gereja Kristen Indonesia, ini penjelasannya",https://www.antaranews.com/berita/1203080/fatayat-nu-minta-beras-ke-gereja-kristen-indonesia-ini-penjelasannya,Humaniora, 10 Desember 2019 19:35,90
"Hoaks, video pria gangguan jiwa akibat kecanduan game ""online""",https://www.antaranews.com/berita/1201183/hoaks-video-pria-gangguan-jiwa-akibat-kecanduan-game-online,Lifestyle, 9 Desember 2019 19:01,91
"Hoaks, STIKOM Bali terpapar ISIS",https://www.antaranews.com/berita/1200595/hoaks-stikom-bali-terpapar-isis,Humaniora, 9 Desember 2019 10:22,91
"Sri Mulyani dituduh gunakan barang-barang selundupan, benarkah?",https://www.antaranews.com/berita/1199163/sri-mulyani-dituduh-gunakan-barang-barang-selundupan-benarkah,Ekonomi, 8 Desember 2019 13:21,91
"Hoaks, selebaran waspadai penculikan anak dari Polresta Sidoarjo",https://www.antaranews.com/berita/1196328/hoaks-selebaran-waspadai-penculikan-anak-dari-polresta-sidoarjo,Hukum, 6 Desember 2019 09:40,91
"Hoaks, perusahaan China Alipay ancam kedaulatan ekonomi lewat Dana",https://www.antaranews.com/berita/1195679/hoaks-perusahaan-china-alipay-ancam-kedaulatan-ekonomi-lewat-dana,Ekonomi, 5 Desember 2019 18:54,91
Benarkah Wamenag sebut Reuni 212 berpotensi menimbulkan dosa?,https://www.antaranews.com/berita/1194044/benarkah-wamenag-sebut-reuni-212-berpotensi-menimbulkan-dosa,Humaniora, 4 Desember 2019 20:47,91
"Spanduk TNI siapkan sarapan gratis bagi peserta Reuni 212, ini penjelasannya",https://www.antaranews.com/berita/1192815/spanduk-tni-siapkan-sarapan-gratis-bagi-peserta-reuni-212-ini-penjelasannya,Politik, 3 Desember 2019 22:09,91
Kominfo identifikasi 3.901 hoaks sejak Agustus 2018,https://www.antaranews.com/berita/1192208/kominfo-identifikasi-3901-hoaks-sejak-agustus-2018,Tekno, 3 Desember 2019 21:19,91
Benarkah atlet muslim Indonesia disuguhi babi di SEA Games 2019,https://www.antaranews.com/berita/1190220/benarkah-atlet-muslim-indonesia-disuguhi-babi-di-sea-games-2019,Olahraga, 2 Desember 2019 20:15,91
"Eep Saefullah dan istrinya pemilik toko Tous Les Jours, benarkah?",https://www.antaranews.com/berita/1180356/eep-saefullah-dan-istrinya-pemilik-toko-tous-les-jours-benarkah,Hukum, 26 November 2019 09:04,91
Benarkah nomor registrasi CPNS 2019 menunjukkan jumlah pesaing?,https://www.antaranews.com/berita/1179676/benarkah-nomor-registrasi-cpns-2019-menunjukkan-jumlah-pesaing,Politik, 25 November 2019 18:48,92
"Hoaks, surat panggilan tes wawancara Pertamina 21-22 November",https://www.antaranews.com/berita/1174840/hoaks-surat-panggilan-tes-wawancara-pertamina-21-22-november,Ekonomi, 21 November 2019 20:16,92
"BMKG perkirakan terjadi kemarau panjang bertahun-tahun, ini penjelasannya",https://www.antaranews.com/berita/1171108/bmkg-perkirakan-terjadi-kemarau-panjang-bertahun-tahun-ini-penjelasannya,Humaniora, 19 November 2019 20:16,92
"Hoaks, foto Ahok bersama dua wanita jadi alasan Alexis dipertahankan",https://www.antaranews.com/berita/1168855/hoaks-foto-ahok-bersama-dua-wanita-jadi-alasan-alexis-dipertahankan,Politik, 18 November 2019 16:46,92
"Warga Seririt eksodus karena air Pantai Pangastulan surut, ini penjelasannya",https://www.antaranews.com/berita/1166115/warga-seririt-eksodus-karena-air-pantai-pangastulan-surut-ini-penjelasannya,Humaniora, 16 November 2019 10:24,92
"Hoaks, pria meledak di Poltabes Medan adalah pengemudi ""ojol"" yang dijebak",https://www.antaranews.com/berita/1165535/hoaks-pria-meledak-di-poltabes-medan-adalah-pengemudi-ojol-yang-dijebak,Politik, 15 November 2019 18:33,92
"Hoaks, kertas bertuliskan ""Sejarah Hitam DKI"" yang dibawa Sandiaga",https://www.antaranews.com/berita/1163591/hoaks-kertas-bertuliskan-sejarah-hitam-dki-yang-dibawa-sandiaga,Politik, 14 November 2019 17:46,92
"Hoaks, Jokowi pakai kaus dengan tulisan 'Aica Aibon'",https://www.antaranews.com/berita/1161827/hoaks-jokowi-pakai-kaus-dengan-tulisan-aica-aibon,Politik, 13 November 2019 19:18,92
"Informasi loker tenaga kebersihan kebun binatang Ragunan, ini penjelasannya",https://www.antaranews.com/berita/1159667/informasi-loker-tenaga-kebersihan-kebun-binatang-ragunan-ini-penjelasannya,Metro, 12 November 2019 17:59,92
"Hoaks, Jokowi pindahkan ibu kota karena tamu asing suka bertemu Anies",https://www.antaranews.com/berita/1157867/hoaks-jokowi-pindahkan-ibu-kota-karena-tamu-asing-suka-bertemu-anies,Politik, 11 November 2019 18:07,92
"Hoaks, lowongan kerja di Dinas Pemberdayaan Masyarakat Desa Jabar",https://www.antaranews.com/berita/1140808/hoaks-lowongan-kerja-di-dinas-pemberdayaan-masyarakat-desa-jabar,Humaniora, 31 Oktober 2019 18:08,93
"Hoaks, Grace Natalie kecewa tak jadi menteri padahal pintar kupas salak",https://www.antaranews.com/berita/1139840/hoaks-grace-natalie-kecewa-tak-jadi-menteri-padahal-pintar-kupas-salak,Politik, 31 Oktober 2019 11:21,93
"Beredar pesan berantai lowongan kerja PT Angkasa Pura, ini penjelasannya",https://www.antaranews.com/berita/1137748/beredar-pesan-berantai-lowongan-kerja-pt-angkasa-pura-ini-penjelasannya,Ekonomi, 30 Oktober 2019 01:09,93
"Informasi  penembakan Anggota Densus 88 di Kabupaten Intan Jaya, ini penjelasannya",https://www.antaranews.com/berita/1136096/informasi-penembakan-anggota-densus-88-di-kabupaten-intan-jaya-ini-penjelasannya,Hukum, 29 Oktober 2019 00:52,93
"Hoaks, tangkapan layar grup WhatsApp Pendukung 02",https://www.antaranews.com/berita/1135456/hoaks-tangkapan-layar-grup-whatsapp-pendukung-02,Politik, 28 Oktober 2019 17:52,93
"Hoaks, BPJS Kesehatan blokir pelanggan yang memiliki kendaraan bermotor lebih dari satu",https://www.antaranews.com/berita/1134404/hoaks-bpjs-kesehatan-blokir-pelanggan-yang-memiliki-kendaraan-bermotor-lebih-dari-satu,Humaniora, 27 Oktober 2019 19:41,93
"Hoaks, surat BKN tentang pembekalan CPNS berbiaya Rp750.000",https://www.antaranews.com/berita/1134399/hoaks-surat-bkn-tentang-pembekalan-cpns-berbiaya-rp750000,Politik, 27 Oktober 2019 17:09,93
"Hoaks, gelombang panas ekstrem landa Indonesia hingga tiga hari ke depan",https://www.antaranews.com/berita/1127919/hoaks-gelombang-panas-ekstrem-landa-indonesia-hingga-tiga-hari-ke-depan,Humaniora, 23 Oktober 2019 16:05,93
"Janji Jokowi meningkatkan penghasilan rakyat Rp27 juta perbulan, ini penjelasannya",https://www.antaranews.com/berita/1127639/janji-jokowi-meningkatkan-penghasilan-rakyat-rp27-juta-perbulan-ini-penjelasannya,Politik, 23 Oktober 2019 15:16,93
"Istri Ma'ruf Amin gunakan tas Hermes saat pelantikan, ini penjelasannya",https://www.antaranews.com/berita/1126688/istri-maruf-amin-gunakan-tas-hermes-saat-pelantikan-ini-penjelasannya,Politik, 22 Oktober 2019 21:57,93
"Gibran Rakabuming maju Pilkada Solo melalui jalur independen, ini penjelasannya",https://www.antaranews.com/berita/1126692/gibran-rakabuming-maju-pilkada-solo-melalui-jalur-independen-ini-penjelasannya,Politik, 22 Oktober 2019 19:34,94
"Hoaks, libur kabut asap di Palembang diperpanjang dari 21-24 Oktober 2019",https://www.antaranews.com/berita/1126183/hoaks-libur-kabut-asap-di-palembang-diperpanjang-dari-21-24-oktober-2019,Humaniora, 22 Oktober 2019 14:46,94
"Polisi amankan mobil bermuatan bahan peledak di Mega Kuningan, ini penjelasannya",https://www.antaranews.com/berita/1124003/polisi-amankan-mobil-bermuatan-bahan-peledak-di-mega-kuningan-ini-penjelasannya,Hukum, 21 Oktober 2019 14:31,94
"Informasi sewa kios di stasiun MRT harus seizin istri Gubernur DKI, ini penjelasannya",https://www.antaranews.com/berita/1123410/informasi-sewa-kios-di-stasiun-mrt-harus-seizin-istri-gubernur-dki-ini-penjelasannya,Metro, 21 Oktober 2019 00:43,94
"Bus Zhong Tong gampang rusak dan sering terbakar, ini penjelasannya",https://www.antaranews.com/berita/1121622/bus-zhong-tong-gampang-rusak-dan-sering-terbakar-ini-penjelasannya,Metro, 19 Oktober 2019 22:42,94
Polisi bantah periksa KTP paksa dan melakukan kekerasan di Pasar Kagako Ilaga Kabupaten Puncak Provinsi Papua,https://www.antaranews.com/berita/1120098/polisi-bantah-periksa-ktp-paksa-dan-melakukan-kekerasan-di-pasar-kagako-ilaga-kabupaten-puncak-provinsi-papua,Hukum, 18 Oktober 2019 19:17,94
Benarkah fenomena ikan mati mendadak di Maluku terkait dengan gempa?,https://www.antaranews.com/berita/1119760/benarkah-fenomena-ikan-mati-mendadak-di-maluku-terkait-dengan-gempa,Humaniora, 18 Oktober 2019 17:33,94
"Prabowo nyatakan oposisi usai bertemu Jokowi, ini penjelasannya",https://www.antaranews.com/berita/1117520/prabowo-nyatakan-oposisi-usai-bertemu-jokowi-ini-penjelasannya,Politik, 17 Oktober 2019 15:00,94
"Informasi situs BMKG diretas, ini penjelasannya",https://www.antaranews.com/berita/1115298/informasi-situs-bmkg-diretas-ini-penjelasannya,Humaniora, 16 Oktober 2019 13:26,94
"Hoaks, Antasari Azhar dan Ahok dipilih menjadi dewan pengawas KPK",https://www.antaranews.com/berita/1106888/hoaks-antasari-azhar-dan-ahok-dipilih-menjadi-dewan-pengawas-kpk,Hukum, 10 Oktober 2019 15:51,94
"Hoaks, Ma'ruf Amin mengundurkan diri sebagai wapres setelah dilantik",https://www.antaranews.com/berita/1102228/hoaks-maruf-amin-mengundurkan-diri-sebagai-wapres-setelah-dilantik,Politik, 8 Oktober 2019 15:57,95
"Hoaks, isu pemekaran Kota Yogyakarta",https://www.antaranews.com/berita/1100706/hoaks-isu-pemekaran-kota-yogyakarta,Politik, 7 Oktober 2019 15:59,95
Pemerintah bantah tuduhan pelihara buzzer,https://www.antaranews.com/berita/1100176/pemerintah-bantah-tuduhan-pelihara-buzzer,Politik, 7 Oktober 2019 14:21,95
"Unggahan foto telapak tangan melepuh terkena gas air mata, ini penjelasannya",https://www.antaranews.com/berita/1096878/unggahan-foto-telapak-tangan-melepuh-terkena-gas-air-mata-ini-penjelasannya,Hukum, 4 Oktober 2019 17:00,95
"Hoaks, SMS #gejayancarirecehan yang mengatasnamakan BEM UGM",https://www.antaranews.com/berita/1093506/hoaks-sms-gejayancarirecehan-yang-mengatasnamakan-bem-ugm,Hukum, 2 Oktober 2019 18:17,95
"Hoaks, pesawat gagal mendarat di Bandara Kualanamu",https://www.antaranews.com/berita/1091260/hoaks-pesawat-gagal-mendarat-di-bandara-kualanamu,Ekonomi, 1 Oktober 2019 16:04,95
"KPK dan mahasiswa bertemu jelang aksi demo di DPR RI, begini penjelasannya",https://www.antaranews.com/berita/1085780/kpk-dan-mahasiswa-bertemu-jelang-aksi-demo-di-dpr-ri-begini-penjelasannya,Politik, 27 September 2019 19:04,95
"Hoaks, Kementerian Kominfo batasi akses internet di Twitter",https://www.antaranews.com/berita/1085768/hoaks-kementerian-kominfo-batasi-akses-internet-di-twitter,Humaniora, 27 September 2019 16:25,95
"Hoaks, penangkapan 45 mahasiswa usai demo di DPRD Jawa Barat",https://www.antaranews.com/berita/1082730/hoaks-penangkapan-45-mahasiswa-usai-demo-di-dprd-jawa-barat,Hukum, 26 September 2019 15:35,95
"Hoaks, ikan mati massal di pantai Ambon pertanda tsunami",https://www.antaranews.com/berita/1076582/hoaks-ikan-mati-massal-di-pantai-ambon-pertanda-tsunami,Humaniora, 23 September 2019 16:21,95
"Informasi perbaikan dan rekayasa lalu lintas Tol Jagorawi hingga Desember 2019, ini penjelasannya",https://www.antaranews.com/berita/1072912/informasi-perbaikan-dan-rekayasa-lalu-lintas-tol-jagorawi-hingga-desember-2019-ini-penjelasannya,Ekonomi, 20 September 2019 17:40,96
"Hoaks, belanja bawa plastik di Denpasar kena denda Rp500 ribu",https://www.antaranews.com/berita/1069742/hoaks-belanja-bawa-plastik-di-denpasar-kena-denda-rp500-ribu,Humaniora, 18 September 2019 17:15,96
"Hoaks, surat pendataan pembangunan ibu kota baru",https://www.antaranews.com/berita/1063084/hoaks-surat-pendataan-pembangunan-ibu-kota-baru,Humaniora, 14 September 2019 16:04,96
"Informasi BJ Habibie donorkan kornea bagi Thareeq, ini penjelasannya",https://www.antaranews.com/berita/1061806/informasi-bj-habibie-donorkan-kornea-bagi-thareeq-ini-penjelasannya,Humaniora, 13 September 2019 20:38,96
"Hoaks, baskom berisi air dicampur garam ciptakan hujan",https://www.antaranews.com/berita/1061356/hoaks-baskom-berisi-air-dicampur-garam-ciptakan-hujan,Humaniora, 13 September 2019 18:34,96
"Pendaftaran kartu penyandang disabilitas di Kementerian Sosial, ini penjelasannya",https://www.antaranews.com/berita/1056576/pendaftaran-kartu-penyandang-disabilitas-di-kementerian-sosial-ini-penjelasannya,Humaniora, 11 September 2019 12:24,96
"Hoaks, informasi BJ Habibie wafat Selasa pagi",https://www.antaranews.com/berita/1053388/hoaks-informasi-bj-habibie-wafat-selasa-pagi,Politik, 10 September 2019 08:39,96
"Hoaks, Hakim MK yang menangani perkara gugatan pilpres kena OTT KPK",https://www.antaranews.com/berita/1051270/hoaks-hakim-mk-yang-menangani-perkara-gugatan-pilpres-kena-ott-kpk,Hukum, 8 September 2019 19:45,96
"Penerima beasiswa NTB terlantar di Korea, ini penjelasannya",https://www.antaranews.com/berita/1048672/penerima-beasiswa-ntb-terlantar-di-korea-ini-penjelasannya,Humaniora, 6 September 2019 16:58,96
"Informasi tak perlu  ujian ulang bagi pemilik SIM kadaluarsa, simak penjelasannya",https://www.antaranews.com/berita/1046060/informasi-tak-perlu-ujian-ulang-bagi-pemilik-sim-kadaluarsa-simak-penjelasannya,Hukum, 5 September 2019 09:54,96
"Pemerintah Kabupaten Indragiri Hilir larang warga beribadah, ini penjelasannya",https://www.antaranews.com/berita/1042938/pemerintah-kabupaten-indragiri-hilir-larang-warga-beribadah-ini-penjelasannya,Humaniora, 3 September 2019 16:55,97
"Hoaks, rektor asing akan pimpin UNJ",https://www.antaranews.com/berita/1035876/hoaks-rektor-asing-akan-pimpin-unj,Humaniora, 29 Agustus 2019 17:16,97
"Informasi enam warga menjadi korban peristiwa Deiyai, ini penjelasannya",https://www.antaranews.com/berita/1035008/informasi-enam-warga-menjadi-korban-peristiwa-deiyai-ini-penjelasannya,Hukum, 29 Agustus 2019 11:07,97
"Hoaks, PKI yang usulkan pemindahan ibu kota ke Kalimantan",https://www.antaranews.com/berita/1033878/hoaks-pki-yang-usulkan-pemindahan-ibu-kota-ke-kalimantan,Hukum, 28 Agustus 2019 16:55,97
"Hoaks, Bank Mandiri digugat nasabah Rp800 triliun dan akan segera bangkrut",https://www.antaranews.com/berita/1032238/hoaks-bank-mandiri-digugat-nasabah-rp800-triliun-dan-akan-segera-bangkrut,Ekonomi, 27 Agustus 2019 15:23,97
"Hoaks, pesan berantai polisi yang terbakar saat kawal demo meninggal",https://www.antaranews.com/berita/1020034/hoaks-pesan-berantai-polisi-yang-terbakar-saat-kawal-demo-meninggal,Hukum, 19 Agustus 2019 18:36,97
"Hoaks, info rekrutmen SDM PKH Kemensos",https://www.antaranews.com/berita/1018808/hoaks-info-rekrutmen-sdm-pkh-kemensos,Humaniora, 18 Agustus 2019 20:25,97
"Informasi pembatasan waktu registrasi reduksi tiket KA, ini penjelasannya",https://www.antaranews.com/berita/1015200/informasi-pembatasan-waktu-registrasi-reduksi-tiket-ka-ini-penjelasannya,Ekonomi, 16 Agustus 2019 18:23,97
"Air dalam botol plastik yang didinginkan sebabkan kanker, ini penjelasannya",https://www.antaranews.com/berita/1010858/air-dalam-botol-plastik-yang-didinginkan-sebabkan-kanker-ini-penjelasannya,Humaniora, 14 Agustus 2019 14:32,97
Dewan Pers: Hoaks masih bertebaran di mana-mana,https://www.antaranews.com/berita/1008546/dewan-pers-hoaks-masih-bertebaran-di-mana-mana,Humaniora, 13 Agustus 2019 15:29,97
"Viral video jagal tertendang sapi, ini penjelasannya",https://www.antaranews.com/berita/1006040/viral-video-jagal-tertendang-sapi-ini-penjelasannya,Metro, 12 Agustus 2019 00:19,98
"Hoaks, listrik padam karena gempa",https://www.antaranews.com/berita/1003330/hoaks-listrik-padam-karena-gempa,Metro, 9 Agustus 2019 19:29,98
Klarifikasi foto pekerja SUTET setelah listrik mati di Jakarta-Jabar-Banten,https://www.antaranews.com/berita/1003320/klarifikasi-foto-pekerja-sutet-setelah-listrik-mati-di-jakarta-jabar-banten,Metro, 9 Agustus 2019 19:09,98
"Hoaks, ada fenomena aneh dari langit saat gempa mengguncang banten",https://www.antaranews.com/berita/997800/hoaks-ada-fenomena-aneh-dari-langit-saat-gempa-mengguncang-banten,Metro, 6 Agustus 2019 18:21,98
"Hoaks, gempa bisa diramalkan sebelum terjadi",https://www.antaranews.com/berita/994978/hoaks-gempa-bisa-diramalkan-sebelum-terjadi,Humaniora, 5 Agustus 2019 18:08,98
"Informasi PLN sengaja padamkan listrik agar lilin laku, ini penjelasannya",https://www.antaranews.com/berita/994784/informasi-pln-sengaja-padamkan-listrik-agar-lilin-laku-ini-penjelasannya,Ekonomi, 5 Agustus 2019 17:12,98
"Hoaks, undangan bimbingan teknis penerima bantuan ditjen perikanan budidaya",https://www.antaranews.com/berita/991676/hoaks-undangan-bimbingan-teknis-penerima-bantuan-ditjen-perikanan-budidaya,Ekonomi, 3 Agustus 2019 08:47,98
"Hoaks, Waduk Jatigede Jebol",https://www.antaranews.com/berita/990426/hoaks-waduk-jatigede-jebol,Humaniora, 2 Agustus 2019 17:41,98
"Hoaks, pesawat kepresidenan akan dijual",https://www.antaranews.com/berita/990122/hoaks-pesawat-kepresidenan-akan-dijual,Politik, 2 Agustus 2019 15:39,98
"Hoaks, undangan bimbingan teknis yang diselenggarakan BPOM bagi pelaku usaha",https://www.antaranews.com/berita/987960/hoaks-undangan-bimbingan-teknis-yang-diselenggarakan-bpom-bagi-pelaku-usaha,Humaniora, 1 Agustus 2019 15:43,98
"Informasi program magang ke Korea Selatan dari BNP2TKI, ini penjelasannya",https://www.antaranews.com/berita/987906/informasi-program-magang-ke-korea-selatan-dari-bnp2tki-ini-penjelasannya,Humaniora, 1 Agustus 2019 15:05,99
"Beredar surat BKN tentang penetapan dan pembekalan ASN, ini penjelasannya",https://www.antaranews.com/berita/980984/beredar-surat-bkn-tentang-penetapan-dan-pembekalan-asn-ini-penjelasannya,Hukum, 29 Juli 2019 01:44,99
"Hoaks, informasi lowongan pekerjaan PT Timah",https://www.antaranews.com/berita/980976/hoaks-informasi-lowongan-pekerjaan-pt-timah,Ekonomi, 29 Juli 2019 01:19,99
"Informasi acara death marathon, ini penjelasannya",https://www.antaranews.com/berita/979894/informasi-acara-death-marathon-ini-penjelasannya,Lifestyle, 27 Juli 2019 22:43,99
"Fenomena topi awan di Gunung Rinjani dikaitkan gempa, ini penjelasannya",https://www.antaranews.com/berita/964572/fenomena-topi-awan-di-gunung-rinjani-dikaitkan-gempa-ini-penjelasannya,Humaniora, 19 Juli 2019 03:20,99
"Hoaks, informasi Anies Baswedan berikan  bukti otentik ke panitera Mahkamah Internasional",https://www.antaranews.com/berita/955694/hoaks-informasi-anies-baswedan-berikan-bukti-otentik-ke-panitera-mahkamah-internasional,Politik, 14 Juli 2019 19:01,99
"Hoaks, informasi penerapan aturan ganjil genap bagi sepeda motor di Jakarta",https://www.antaranews.com/berita/954156/hoaks-informasi-penerapan-aturan-ganjil-genap-bagi-sepeda-motor-di-jakarta,Metro, 13 Juli 2019 03:00,99
"Unggahan surat pelatihan dan sertifikasi bagi aparatur sipil negara, ini penjelasannya",https://www.antaranews.com/berita/950750/unggahan-surat-pelatihan-dan-sertifikasi-bagi-aparatur-sipil-negara-ini-penjelasannya,Politik, 10 Juli 2019 23:58,99
"Hoaks, informasi penambahan kuota calon anggota Polri",https://www.antaranews.com/berita/945497/hoaks-informasi-penambahan-kuota-calon-anggota-polri,Hukum, 8 Juli 2019 01:41,99
"Video informasikan warga negara asing berdatangan di Riau, ini penjelasannya",https://www.antaranews.com/berita/942833/video-informasikan-warga-negara-asing-berdatangan-di-riau-ini-penjelasannya,Hukum, 5 Juli 2019 16:34,99
"Hoaks, surat edaran KPK untuk pengelola hotel",https://www.antaranews.com/berita/932485/hoaks-surat-edaran-kpk-untuk-pengelola-hotel,Hukum, 28 Juni 2019 18:52,100
"Hoaks, informasi kas negara kosong karena pembayaran THR oleh pemerintah",https://www.antaranews.com/berita/921526/hoaks-informasi-kas-negara-kosong-karena-pembayaran-thr-oleh-pemerintah,Ekonomi, 20 Juni 2019 23:44,100
"Beredar foto korban tenggelam di Pantai Pangi, ini penjelasannya",https://www.antaranews.com/berita/915522/beredar-foto-korban-tenggelam-di-pantai-pangi-ini-penjelasannya,Humaniora, 16 Juni 2019 13:35,100
"Informasi Lion Air berhutang Rp614 miliar ditanggung oleh masyarakat, ini penjelasannya",https://www.antaranews.com/berita/914831/informasi-lion-air-berhutang-rp614-miliar-ditanggung-oleh-masyarakat-ini-penjelasannya,Ekonomi, 15 Juni 2019 15:16,100
"Hoaks, informasi tentang Undang-Undang Polri yang baru",https://www.antaranews.com/berita/912644/hoaks-informasi-tentang-undang-undang-polri-yang-baru,Hukum, 13 Juni 2019 15:41,100
"Informasi Bendungan Benanga Samarinda jebol, ini penjelasannya",https://www.antaranews.com/berita/911311/informasi-bendungan-benanga-samarinda-jebol-ini-penjelasannya,Humaniora, 12 Juni 2019 15:31,100
"Hoaks, informasi rencana penangkapan perwira aktif TNI oleh Densus 88",https://www.antaranews.com/berita/910885/hoaks-informasi-rencana-penangkapan-perwira-aktif-tni-oleh-densus-88,Hukum, 12 Juni 2019 08:17,100
"Informasi Pemprov DKI keluarkan Rp14 miliar sewa bus program mudik lebaran, ini penjelasannya",https://www.antaranews.com/berita/909927/informasi-pemprov-dki-keluarkan-rp14-miliar-sewa-bus-program-mudik-lebaran-ini-penjelasannya,Metro, 11 Juni 2019 15:30,100
Karcis tol jaminan untuk mendapatkan layanan derek gratis? ini penjelasannya,https://www.antaranews.com/berita/906536/karcis-tol-jaminan-untuk-mendapatkan-layanan-derek-gratis-ini-penjelasannya,Ekonomi, 8 Juni 2019 21:57,100
"Kabar ada produk semen yang tercemar limbah, ini penjelasannya",https://www.antaranews.com/berita/903546/kabar-ada-produk-semen-yang-tercemar-limbah-ini-penjelasannya,Humaniora, 5 Juni 2019 16:52,100
"Informasi video tawuran di Harmoni, ini penjelasannya",https://www.antaranews.com/berita/903527/informasi-video-tawuran-di-harmoni-ini-penjelasannya,Metro, 5 Juni 2019 16:33,101
"Hoaks, gigi berlubang disebabkan oleh ulat gigi",https://www.antaranews.com/berita/896852/hoaks-gigi-berlubang-disebabkan-oleh-ulat-gigi,Humaniora, 31 Mei 2019 22:58,101
"Hoaks, unggahan Ilustrasi gambar Presiden Jokowi di media asing",https://www.antaranews.com/berita/887556/hoaks-unggahan-ilustrasi-gambar-presiden-jokowi-di-media-asing,Politik, 26 Mei 2019 00:07,101
"Viral remaja tewas dianiaya polisi, ini penjelasannya",https://www.antaranews.com/berita/886944/viral-remaja-tewas-dianiaya-polisi-ini-penjelasannya,Hukum, 25 Mei 2019 15:31,101
"Informasi terkait Ustadz Arifin Ilham yang dikabarkan wafat, ini klarifikasinya",https://www.antaranews.com/berita/880769/informasi-terkait-ustadz-arifin-ilham-yang-dikabarkan-wafat-ini-klarifikasinya,Humaniora, 21 Mei 2019 23:13,101
"Informasi warga Batam dan anggota TNI terjangkit cacar monyet, ini penjelasannya",https://www.antaranews.com/berita/877091/informasi-warga-batam-dan-anggota-tni-terjangkit-cacar-monyet-ini-penjelasannya,Humaniora, 19 Mei 2019 21:01,101
"Penerimaan pegawai negara lewat LP5N, hoaks",https://www.antaranews.com/berita/874179/penerimaan-pegawai-negara-lewat-lp5n-hoaks,Politik, 17 Mei 2019 14:26,101
